"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"lyria";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;74,694;-1,928
"luxury";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"lumen";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"loaf";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"lisa";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"lifelike";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"liberty";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"leg";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"kuciara";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"jurgens";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"jungle";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"joy";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"jewel";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"jessica";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;26,122;-0,368;-0,121;-0,042
"jeremy";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;1,559;-0,121;-0,042
"jag";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"jacob";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"international";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"interest";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"incredibly";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"imperious";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"ilsted";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"illuminate";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"humongous";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;9,629;-0,121;-0,042
"hospitable";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"horizon";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"holy";-0,172;1,949;-0,157;-0,117;-0,513;8,735;-0,146;-0,368;-0,121;-0,042
"history";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"hiroshi";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"hilly";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"higer";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"heur";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"heem";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"head";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"hazy";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"havrylo";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"harrison";-0,172;-0,319;5,127;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-1,928
"happy";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"hans";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"hampshire";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"halle";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"haeckel";-0,172;-0,319;5,127;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"habitable";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"gustav";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"grotesque";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"grimdark";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"gondola";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"girod";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"girl";4,573;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-1,928
"gigantic";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"giancola";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"giacomo";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"ghailan";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"george";-0,172;-0,319;-0,157;33,065;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"gdansk";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"gabriele";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"froud";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"frederic";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"france";-0,172;11,27;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"fort";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"ford";-0,172;-0,319;5,127;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"flash";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;31,875;-0,042
"fishpond";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"finland";-0,172;11,27;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"figurine";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"export";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"even";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"eu";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"erase";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"era";-0,172;-0,319;-0,157;7,313;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"equator";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"edwin";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"eat";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"early";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"doré";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"donato";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"district";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;74,694;-1,928
"distort";-0,172;-0,319;57,54;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"discover";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"dimly";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"dim";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"dieces";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"dice";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"devil";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"desaturated";-0,172;-0,319;-0,157;33,065;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"deni";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"delville";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"dell";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"decorate";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"dean";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"davidsz";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"darrow";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;31,875;-0,042
"cumulonimbus";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"crumble";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"create";-0,172;11,27;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"count";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"cool";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"concrete";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"complimentary";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"colums";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"coastline";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"coastal";-0,172;1,949;-0,157;-0,117;-0,513;8,735;-0,146;-0,368;-0,121;-0,042
"clown";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"clothe";-0,172;-0,319;-0,157;33,065;0,85;-0,1;-0,146;-0,368;-0,121;-1,928
"circuit";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"churn";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"christmas";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"child";-0,172;11,27;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;-1,928
"chain";-0,172;1,949;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;-0,042
"central";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"catedral";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"cat";-0,172;-0,319;-0,157;-0,117;-0,513;8,735;5,59;-0,368;-0,121;-0,042
"cast";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"cartoony";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"card";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;31,875;-1,928
"bury";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"burattini";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"brian";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"breitling";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"bologna";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"blood";-0,172;-0,319;57,54;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"block";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"biomes";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"bill";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"bike";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;5,59;-0,368;-0,121;-0,042
"beer";4,573;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"battista";-0,172;-0,319;-0,157;33,065;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"ayan";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"aublet";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"atlas";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"atey";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"astrophotography";-0,172;-0,319;-0,157;33,065;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"ariel";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;74,694;-1,928
"antiquity";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"animate";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"andrew";-0,172;-0,319;5,127;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"anarchy";-0,172;-0,319;57,54;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"amstel";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"allyway";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"alienate";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"alert";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"aivazovski";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"adrien";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"a";-14,99;-3,204;-1,308;0,352;1,242;43,989;19,993;-34,407;16,172;0,031
"of";-25,877;23,11;-5,387;0,344;-1,354;-2,569;0,033;-20,587;22,869;6,825
"by";-8,903;-60,219;71,741;0,231;60,862;18,163;-0,092;-0,691;9,636;-31,766
"and";-10,77;-24,899;-2,471;3,451;79,65;27,75;1,181;0,282;1,82;-26,916
"the";-1,424;5,258;-43,7;-3,943;0,911;-22,807;-3,536;2,418;0;13,972
"in";6,936;-4,095;-19,089;-0,502;-0,02;-14,212;18,565;-16,39;-0,756;22,651
"on";71,438;-26,094;-8,489;-17,427;-10,776;85,564;52,401;-0,777;-20,885;0,128
"with";-4,917;-3,834;-16,135;-0,953;17,624;0,058;36,574;-1,902;-3,106;0,051
"k";0,832;-16,936;-7,646;-12,023;-19,067;114,205;-12,655;39,962;4,53;0,344
"8";-12,997;-19,316;-11,857;-8,818;-13,207;162,781;-6,764;62,698;6,259;0,01
"from";-9,368;-3,326;-8,547;-0,489;103,019;-5,45;-7,965;0,27;-2,788;-0,731
"at";-5,088;-0,752;-2,842;9,144;31,971;-1,744;-1,282;2,119;-1,393;-5,958
"very";10,666;-9,714;68,503;34,798;-14,516;0,124;3,928;-11,47;-0,31;-2,118
"4";31,958;-0,493;-0,092;-3,843;-2,832;-1,464;-4,816;-2,013;-0,11;5,464
"an";-4,568;-0,217;-4,013;-4,51;-6,103;-3,867;0,887;-3,41;58,794;10,44
"old";-4,513;1,26;-0,882;-3,062;-7,075;-2,625;257,417;-9,638;-3,171;-0,1
"to";0,223;-0,091;45,771;-2,383;0,023;-2,043;-2,986;-7,5;-0,038;0,281
"5";-4,135;-1,207;-3,772;-2,805;-3,113;-2,405;-3,515;-0,36;0,722;33,824
"0";-2,654;11,75;-0,739;-1,8;-5,678;-1,544;-2,256;-3,591;3,141;8,527
"d";-2,532;-2,7;-2,31;-1,718;47,571;-1,473;-2,153;0,024;-0,283;-0,788
"for";-4,386;-0,671;32,802;0,644;99,567;-2,552;-3,729;-5,249;-3,083;-25,432
"1";-1,931;0,245;-1,761;-1,31;-0,814;-1,123;-0,198;-4,123;6,175;8,547
"2";-1,871;17,625;-1,707;-1,269;0,029;-1,088;-1,591;-2,032;-1,315;1,639
"3";-2,291;0,476;-2,09;-1,554;-0,099;-1,333;-1,948;2,049;14,267;0,064
"is";0,467;-0,131;-2,035;-1,513;-6,644;-1,298;-1,896;-0,361;-1,568;22,698
"s";-2,11;23,893;-0,374;-1,432;-0,354;-1,228;-1,794;-2,502;-1,483;1,849
"over";-1,931;-0,488;-1,761;12,199;-3,608;-1,123;-1,641;-4,123;-1,357;19,062
"9";-0,692;-1,285;0,291;-0,47;1,057;-0,403;-0,589;-1,479;14,521;0,034
"under";-0,751;-1,393;-0,685;-0,509;16,245;-0,437;-0,638;10,26;-0,528;-5,423
"well";625,362;-3,806;-1,871;-1,391;-6,108;-1,193;-1,743;-4,379;-1,441;-22,963
"up";2,15;-0,92;-1,327;-0,987;-4,334;-0,846;31,317;0,032;0,001;0,009
"make";-1,633;7,781;-1,49;-1,108;-0,341;-0,95;-1,388;-1,576;-1,147;5,611
"are";5,557;-2,7;-1,327;-0,987;0,042;-0,846;-1,237;-1,245;4,518;1,784
"no";-1,16;-0,495;-1,058;-0,787;6,793;-0,675;0,006;1,73;-0,815;-0,141
"above";0,166;-3,03;-1,49;-1,108;10,24;-0,95;-1,388;-3,487;8,321;0,172
"6";-0,518;-0,962;-0,473;-0,352;2,56;-0,302;-0,441;-1,107;-0,364;2,896
"all";-1,692;0,596;117,499;-1,148;-1,398;-0,984;-1,439;-1,688;-0,014;-2,769
"during";-1,573;-2,92;-1,435;16,673;2,846;11,833;-1,338;-0,344;15,859;-6,792
"next";-0,46;-0,855;-0,42;-0,312;-0,028;-0,268;-0,391;-0,983;-0,324;7,922
"looking";-1,396;-2,591;-0,033;-0,947;-4,158;0,069;-1,187;38,393;-0,981;0,069
"through";-1,455;-2,7;-1,327;0,005;-2,281;-0,846;128,737;-3,107;-1,023;0,009
"as";-1,396;10,74;-1,273;-0,947;19,139;-0,812;-1,187;-2,981;-0,981;-2,028
"one";-1,16;-0,495;-1,058;-0,787;6,793;-0,675;0,006;-2,478;6,751;0,007
"down";-1,219;-2,262;-1,112;-0,827;-3,631;-0,709;-1,036;29,569;0,046;0,653
"7";-0,403;0,177;-0,367;-0,273;0;-0,234;-0,342;-0,86;-0,283;3,093
"r";7,071;36,762;-0,738;-0,549;-2,41;-0,471;-0,688;-1,728;-0,569;-1,847
"near";4,041;-2,044;-1,005;-0,747;-0,253;-0,641;-0,936;4,711;-0,774;0,556
"into";-1,16;-0,495;-1,058;-0,787;-0,34;-0,675;10,796;-2,478;-0,815;5,722
"still";-0,867;1,884;-0,791;-0,588;-0,76;-0,505;-0,737;-1,852;21,169;0,367
"like";-1,101;-0,418;-1,005;-0,747;-3,281;-0,641;-0,936;2,044;7,351;2,863
"after";-0,984;1,28;-0,898;-0,668;27,04;-0,573;-0,837;-2,102;2,882;-5,384
"but";-0,809;36,762;-0,738;-0,549;-2,41;-0,471;-0,688;-0,205;-0,569;-0,067
"behind";-0,751;-1,393;-0,685;-0,509;31,465;-0,437;-0,638;-0,139;-0,528;-1,409
"many";-0,867;-1,61;-0,791;-0,588;-2,583;-0,505;-0,737;0,093;-0,61;14,413
"best";-0,926;-1,718;233,421;-0,628;-2,758;-0,539;-0,787;-1,977;-0,651;-4,795
"new";-0,867;23,956;-0,791;-0,588;-0,76;-0,505;-0,737;-1,852;0,319;0,005
"that";-0,809;0,356;-0,738;-0,549;-2,41;-0,471;-0,688;-0,205;0,407;6,213
"out";-0,692;14,314;-0,632;-0,47;-0,378;-0,403;-0,589;-1,479;-0,487;0,607
"few";7,071;-0,099;-0,738;0,455;-2,41;29,095;0,2;-1,728;-0,569;-0,654
"being";-0,809;-1,501;-0,738;-0,549;-0,001;-0,471;-0,688;-0,205;0,407;6,213
"it";-0,751;2,739;-0,685;-0,509;-2,236;-0,437;3,418;-0,139;-0,528;1,202
"or";-0,634;9,134;-0,579;-0,43;0,116;-0,369;-0,539;-0,037;-0,446;-0,034
"his";26,918;1,659;0,725;-0,352;-0,087;-0,302;-0,441;-1,107;-0,364;-2,973
"each";-0,634;50,829;-0,579;-0,43;-1,89;-0,369;-0,539;-1,355;-0,446;-0,648
"where";-0,576;10,707;-0,526;-0,391;-1,717;-0,335;-0,49;-1,231;-0,405;1,852
"around";-0,46;-0,855;-0,42;-0,312;0,703;2,218;-0,391;-0,983;-0,324;1,854
"alone";-0,518;-0,962;-0,473;-0,352;53,073;-0,302;-0,441;-1,107;-0,364;-5,805
"this";-0,403;8,953;-0,367;-0,273;-1,199;-0,234;-0,342;0,083;-0,283;0,042
"several";-0,46;-0,855;-0,42;-0,312;-1,372;-0,268;-0,391;-0,983;-0,324;12,54
"its";-0,403;-0,747;-0,367;-0,273;-1,199;2,758;1,477;-0,86;-0,283;3,093
"has";-0,403;2,912;-0,367;-0,273;-1,199;-0,234;-0,342;-0,86;-0,283;3,093
"there";59,818;-0,747;-0,367;-0,273;-1,199;-0,234;-0,342;-0,86;-0,283;-0,326
"other";-0,403;0,177;-0,367;-0,273;-1,199;-0,234;-0,342;-0,86;-0,283;6,426
"not";-0,345;56,676;-0,315;-0,234;-1,027;-0,201;-0,293;-0,737;-0,242;-3,863
"more";-0,345;11,317;-0,315;-0,234;-1,027;-0,201;-0,293;-0,737;-0,242;0,302
"j";23,373;11,317;-0,315;-0,234;-1,027;-0,201;-0,293;-0,737;-0,242;-3,863
"along";-0,403;8,953;-0,367;-0,273;-1,199;-0,234;-0,342;-0,86;-0,283;0,965
"using";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"two";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"than";-0,345;11,317;-0,315;-0,234;-1,027;-0,201;-0,293;-0,737;-0,242;0,302
"seen";-0,345;-0,64;-0,315;-0,234;6,074;-0,201;-0,293;-0,737;-0,242;0,302
"below";-0,345;-0,64;-0,315;-0,234;-1,027;-0,201;-0,293;-0,737;-0,242;9,393
"any";-0,345;11,317;-0,315;-0,234;-1,027;-0,201;-0,293;-0,737;-0,242;0,302
"while";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"way";-0,23;-0,426;-0,209;-0,156;4,044;-0,134;-0,195;-0,49;-0,161;0,201
"they";29,176;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;0,002
"really";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"outside";2,083;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;3,53
"looks";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"between";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;12,458;-0,202;0,002
"towards";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"th";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;3,755;-0,49;-0,161;2,175
"so";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"my";37,907;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"far";-0,23;-0,426;-0,209;-0,156;0,35;-0,134;-0,195;-0,49;-0,161;2,175
"f";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"com";-0,23;1,094;-0,209;-0,156;-0,684;-0,134;-0,195;16,974;-0,161;-2,572
"your";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;1,559;-0,121;-1,928
"without";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"whole";-0,172;1,949;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-1,928
"v";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"their";-0,172;11,27;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"somewhere";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"some";-0,172;-0,319;-0,157;7,313;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"same";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"novel";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"most";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"m";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;7,017;-0,042
"here";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"her";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"h";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"every";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"containing";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"co";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"about";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"672";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"1680";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"*truc_0";0;0;0;0;0;0;0;0;0;0
